Ano;País de Destino;Categoria de Carne;Faturamento (US$);Volume (Kg)
2021;Argentina;Carne Suína;43129469;16135295
2021;Rússia;Carne de Aves;41827789;23055756
2021;Hong Kong;Carne de Aves;37142662;19047995
2021;Reino Unido;Outras Carnes e Miudezas;34470226;16701105
2021;México;Carne de Aves;34459991;16973462
2021;África do Sul;Carne de Aves;30880916;43516209
2021;Chile;Carne de Aves;28767795;6846396
2021;Canadá;Carne de Aves;27041463;9524641
2021;Iêmen;Carne de Aves;18517110;12270669
2021;China;Carne Suína;18400172;10480306
2021;Jordânia;Carne de Aves;17404280;12382938
2021;Uruguai;Carne Suína;17309912;7604153
2021;Líbia;Carne de Aves;15396730;11045709
2021;Peru;Carne de Aves;15338265;9083724
2021;Vietnã;Carne Suína;14591993;6841908
2021;Singapura;Carne Suína;14433877;5892618
2021;Emirados Árabes Unidos;Carne Suína;14243318;4793923
2021;Coreia do Sul;Carne Suína;12343709;3946287
2021;Catar;Carne de Aves;12222783;6305168
2021;Coveite (Kuweit);Carne de Aves;11215187;5863401
2021;Geórgia;Carne Suína;10848590;4788328
2021;Vietnã;Carne de Aves;10801276;6683004
2021;Espanha;Carne de Aves;10360253;5940958
2021;Porto Rico;Carne Suína;9237735;3724450
2021;Líbia;Carne de Aves;8903520;4073566
2021;Hong Kong;Outras Carnes e Miudezas;8342820;5858240
2021;Chile;Carne Suína;7996177;4235785
2021;Coveite (Kuweit);Carne de Aves;7069872;4727277
2021;Iraque;Carne de Aves;6900716;3567323
2021;Catar;Carne de Aves;6697201;4641668
2021;Macedônia;Carne de Aves;6468459;3687527
2021;Bahamas;Carne de Aves;6215278;3337033
2021;Congo, República Democrática;Carne Suína;6153464;3674010
2021;Suíça;Carne de Aves;6006799;3296697
2021;Reino Unido;Carne de Aves;5955422;3349206
2021;Japão;Carne de Aves;5545914;3743373
2021;Angola;Carne Suína;5350341;4627363
2021;Hong Kong;Carne Suína;4833262;4418374
2021;Países Baixos (Holanda);Carne de Aves;4830072;4295128
2021;Jordânia;Carne de Aves;4721033;3259131
2021;Curaçao;Carne de Aves;4670420;2855962
2021;Barein;Carne de Aves;4566620;2459175
2021;Arábia Saudita;Carne de Aves;4369967;1410755
2021;Angola;Carne de Aves;4209173;4347276
2021;Omã;Carne de Aves;4180138;2727344
2021;Omã;Carne de Aves;3715775;2338711
2021;Hong Kong;Carne de Aves;3678069;2193732
2021;Camboja;Carne de Aves;3651133;2587609
2021;Peru;Carne de Aves;3625219;2200347
2021;Emirados Árabes Unidos;Carne de Aves;3240736;1072235
2021;Turquia;Carne de Aves;3215437;2057463
2021;Geórgia;Carne de Aves;3107725;2095247
2021;Granada;Carne de Aves;2835924;1690305
2021;Uruguai;Carne Bovina;2623349;546102
2021;Egito;Carne de Aves;2615601;1728602
2021;África do Sul;Carne de Aves;2557794;2101257
2021;Chile;Carne Suína;2479338;966871
2021;Gana;Carne de Aves;2455304;2281055
2021;Iraque;Carne de Aves;2352805;1476144
2021;Aruba;Carne Suína;2243056;675089
2021;China;Outras Carnes e Miudezas;2192360;1195400
2021;Hong Kong;Carne Bovina;2139176;497343
2021;Antígua e Barbuda;Carne de Aves;2130101;1206154
2021;Aruba;Carne de Aves;2065307;1059260
2021;Israel;Carne Bovina;2021675;478991
2021;Barein;Carne de Aves;2001455;1308517
2021;Maldivas;Carne de Aves;1927660;1000264
2021;Albânia;Carne Suína;1911200;912530
2021;Congo, República Democrática;Carne de Aves;1871383;2244208
2021;Tailândia;Carne Suína;1837846;787775
2021;Suíça;Outras Carnes e Miudezas;1837816;548100
2021;São Cristóvão e Névis;Carne de Aves;1781946;1009335
2021;Sint Maarten;Carne de Aves;1589766;771714
2021;Haiti;Carne de Aves;1524921;2027170
2021;Congo;Carne de Aves;1520854;1424924
2021;Emirados Árabes Unidos;Outras Carnes e Miudezas;1515741;687585
2021;Mauritânia;Carne de Aves;1487825;1035305
2021;Irã;Carne de Aves;1457980;832459
2021;República Dominicana;Carne de Aves;1433915;660565
2021;Cuba;Carne de Aves;1412237;715826
2021;Filipinas;Outras Carnes e Miudezas;1411639;3343651
2021;África do Sul;Carne Suína;1355907;511085
2021;Alemanha;Outras Carnes e Miudezas;1318209;769596
2021;Congo;Carne de Aves;1271166;1052670
2021;Gabão;Carne Suína;1247871;820074
2021;Catar;Carne de Aves;1231158;384779
2021;Dominica;Carne de Aves;1199269;669854
2021;Libéria;Carne de Aves;1198328;981254
2021;Tailândia;Outras Carnes e Miudezas;1186607;1315930
2021;Emirados Árabes Unidos;Carne Suína;1154225;540346
2021;Angola;Outras Carnes e Miudezas;1127501;1490852
2021;Comores;Carne de Aves;1085440;754149
2021;Líbano;Carne de Aves;1065739;522582
2021;Argentina;Carne de Aves;1035772;482883
2021;Afeganistão;Carne de Aves;1024667;697846
2021;Gâmbia;Carne de Aves;1014433;730931
2021;Libéria;Outras Carnes e Miudezas;979334;1204838
2021;Filipinas;Outras Carnes e Miudezas;943303;1341104
2021;Tailândia;Carne de Aves;917828;868635
2021;Uruguai;Carne de Aves;882585;220080
2021;Espanha;Carne de Aves;873618;616904
2021;Montenegro;Carne de Aves;849856;423390
2021;Coreia do Sul;Outras Carnes e Miudezas;844439;763519
2021;Guiné Equatorial;Carne de Aves;843314;784779
2021;Hong Kong;Outras Carnes e Miudezas;837696;262609
2021;Angola;Carne de Aves;788767;1028250
2021;Timor Leste;Carne de Aves;784652;569337
2021;Moçambique;Carne de Aves;778305;1046345
2021;Coveite (Kuweit);Carne de Aves;777868;247865
2021;Iêmen;Carne de Aves;753774;382527
2021;Suriname;Carne de Aves;747194;408484
2021;Coveite (Kuweit);Carne Bovina;733607;307652
2021;Albânia;Carne de Aves;718757;364431
2021;Coveite (Kuweit);Carne de Aves;710391;188490
2021;Sint Maarten;Carne Suína;709232;288240
2021;Maurício;Carne de Aves;680145;185259
2021;Costa do Marfim;Carne Suína;674197;1195247
2021;Gabão;Carne de Aves;656968;550798
2021;Geórgia;Carne de Aves;635589;522470
2021;Turcomenistão;Carne de Aves;619817;395153
2021;Japão;Outras Carnes e Miudezas;597907;351662
2021;Aruba;Carne de Aves;596028;411816
2021;Somália;Carne de Aves;590553;326000
2021;Moldávia;Carne de Aves;589603;366235
2021;Albânia;Carne de Aves;586579;404457
2021;Haiti;Carne Suína;566562;811531
2021;Cuba;Carne de Aves;528189;160786
2021;Gabão;Carne de Aves;517700;371343
2021;África do Sul;Carne Suína;516022;239566
2021;Maldivas;Carne de Aves;507602;349025
2021;Armênia;Carne de Aves;473369;203999
2021;Turquia;Carne de Aves;472644;252018
2021;Chile;Carne de Aves;464391;140567
2021;Comores;Carne de Aves;459203;307167
2021;Tailândia;Carne Bovina;452470;133051
2021;Belarus;Carne de Aves;442804;275026
2021;Uruguai;Carne de Aves;438705;321858
2021;Afeganistão;Carne de Aves;436191;218278
2021;África do Sul;Carne de Aves;427508;337503
2021;Tonga;Carne de Aves;421950;189568
2021;Mayotte;Carne de Aves;421365;163040
2021;Bélgica;Outras Carnes e Miudezas;417968;251790
2021;Haiti;Outras Carnes e Miudezas;398073;754592
2021;Suíça;Outras Carnes e Miudezas;398064;170100
2021;Chade;Carne de Aves;392543;246588
2021;Vietnã;Outras Carnes e Miudezas;376202;439614
2021;Djibuti;Carne de Aves;373029;263162
2021;Singapura;Carne de Aves;369955;260621
2021;Seicheles;Carne Suína;364335;138558
2021;Guiné;Carne de Aves;364184;243840
2021;Macedônia;Outras Carnes e Miudezas;361392;130896
2021;Egito;Carne Bovina;358597;101354
2021;Mauritânia;Carne de Aves;357890;188984
2021;Virgens, Ilhas (Britânicas);Carne de Aves;356711;198282
2021;Seicheles;Carne de Aves;356057;243147
2021;Tanzânia;Carne de Aves;355976;288015
2021;Geórgia;Carne Suína;341565;205526
2021;Costa do Marfim;Outras Carnes e Miudezas;341531;688107
2021;Congo;Carne de Aves;325241;214802
2021;Albânia;Carne Bovina;311756;76567
2021;Guiné Equatorial;Carne de Aves;309818;176081
2021;Serra Leoa;Carne de Aves;307188;424967
2021;Congo;Carne Suína;301662;352415
2021;Emirados Árabes Unidos;Carne de Aves;294899;81000
2021;Bahamas;Carne Suína;293955;131121
2021;Malásia;Carne de Aves;278266;166788
2021;Moçambique;Carne Suína;268649;111176
2021;Timor Leste;Carne Suína;266999;97777
2021;Uruguai;Outras Carnes e Miudezas;265220;471000
2021;República Centro-Africana;Carne de Aves;260688;188825
2021;Congo, República Democrática;Carne de Aves;252504;160492
2021;Guam;Carne Suína;251907;97870
2021;Bahamas;Carne de Aves;246389;219479
2021;Granada;Carne de Aves;243716;231164
2021;Gana;Carne de Aves;239682;198081
2021;Guiné;Carne de Aves;236017;179130
2021;Cuba;Carne de Aves;233558;151566
2021;Argentina;Carne de Aves;232104;67020
2021;Mayotte;Carne de Aves;220175;159996
2021;Reino Unido;Carne de Aves;214245;145218
2021;Angola;Carne de Aves;207278;137113
2021;Irlanda;Carne de Aves;207047;104025
2021;Angola;Carne Suína;206405;195730
2021;Uzbequistão;Carne de Aves;203611;506133
2021;Chile;Carne Bovina;203392;42694
2021;Jordânia;Carne de Aves;200705;54060
2021;China;Carne de Aves;198666;110323
2021;Bonaire, Saint Eustatius e Saba;Carne de Aves;198386;146877
2021;Geórgia;Outras Carnes e Miudezas;197825;289502
2021;Tunísia;Carne de Aves;194001;355980
2021;Congo, República Democrática;Outras Carnes e Miudezas;190301;316090
2021;Libéria;Carne Suína;188043;226635
2021;Timor Leste;Carne de Aves;186470;131157
2021;Singapura;Carne de Aves;185408;52920
2021;Turcomenistão;Carne de Aves;183106;129104
2021;Libéria;Carne de Aves;180824;100770
2021;Maldivas;Carne de Aves;173859;53986
2021;Uruguai;Outras Carnes e Miudezas;165645;36821
2021;Singapura;Carne Suína;164725;153174
2021;Bonaire, Saint Eustatius e Saba;Carne Suína;161802;58967
2021;Romênia;Carne de Aves;155936;245340
2021;Chile;Outras Carnes e Miudezas;154907;220392
2021;Curaçao;Carne de Aves;154135;96047
2021;Anguilla;Carne de Aves;151901;75251
2021;Ucrânia;Carne Suína;148499;81977
2021;Emirados Árabes Unidos;Carne de Aves;145068;80199
2021;Virgens, Ilhas (Britânicas);Carne Suína;142253;47500
2021;Angola;Outras Carnes e Miudezas;139265;663675
2021;Tailândia;Outras Carnes e Miudezas;138378;165924
2021;Haiti;Carne de Aves;133935;102720
2021;Rússia;Carne Suína;133850;55000
2021;República Dominicana;Carne de Aves;129595;33989
2021;Líbia;Carne de Aves;126583;69262
2021;Guiné Equatorial;Carne Suína;123536;74211
2021;Camboja;Carne Suína;122638;43480
2021;Líbia;Carne Bovina;121355;27118
2021;Emirados Árabes Unidos;Outras Carnes e Miudezas;121299;189460
2021;Irlanda;Outras Carnes e Miudezas;120125;52920
2021;Cabo Verde;Carne de Aves;119246;80684
2021;Hong Kong;Carne de Aves;116211;40054
2021;Serra Leoa;Carne de Aves;116051;65649
2021;Montserrat;Carne de Aves;114092;56447
2021;Cabo Verde;Carne Suína;114049;54414
2021;Quirguistão;Carne de Aves;111724;54002
2021;Coreia do Sul;Carne Suína;110643;60617
2021;Angola;Carne de Aves;110096;40157
2021;Benin;Carne de Aves;109815;111800
2021;Egito;Carne Bovina;107580;26404
2021;Djibuti;Carne de Aves;106758;55138
2021;Congo, República Democrática;Carne de Aves;105980;155941
2021;Alemanha;Carne de Aves;100208;48895
2021;Benin;Carne de Aves;96139;70019
2021;África do Sul;Outras Carnes e Miudezas;96114;94608
2021;Paraguai;Outras Carnes e Miudezas;86357;10467
2021;Somália;Carne de Aves;84248;67261
2021;Anguilla;Carne Suína;83863;29880
2021;Gabão;Outras Carnes e Miudezas;78648;91787
2021;Japão;Outras Carnes e Miudezas;78637;6000
2021;Angola;Carne Bovina;77460;29977
2021;Angola;Carne Bovina;76203;24029
2021;Gana;Carne de Aves;72312;53066
2021;Moldávia;Carne de Aves;70352;37400
2021;Nova Caledônia;Carne de Aves;67703;47080
2021;Sint Maarten;Carne de Aves;66117;46245
2021;Japão;Carne de Aves;65831;10020
2021;Marianas do Norte, Ilhas;Carne Suína;64461;26075
2021;Estados Unidos;Outras Carnes e Miudezas;64224;14400
2021;São Cristóvão e Névis;Carne de Aves;62837;63720
2021;Congo;Outras Carnes e Miudezas;56796;61240
2021;Antígua e Barbuda;Carne de Aves;53915;55380
2021;Gabão;Carne de Aves;53564;37581
2021;Sudão do Sul;Carne de Aves;48057;30693
2021;Catar;Carne de Aves;44135;7440
2021;Peru;Carne de Aves;42667;33000
2021;Hong Kong;Outras Carnes e Miudezas;42294;19690
2021;Costa do Marfim;Carne de Aves;40014;20010
2021;Granada;Carne Suína;39931;12808
2021;Cayman, Ilhas;Carne de Aves;38892;18896
2021;Chade;Carne de Aves;37593;16450
2021;Níger;Carne de Aves;37083;24414
2021;Uruguai;Carne de Aves;37071;21953
2021;Marshall, Ilhas;Carne Bovina;34606;5400
2021;Panamá;Carne Bovina;33650;4651
2021;República Centro-Africana;Carne de Aves;32270;47680
2021;Chile;Carne de Aves;31437;5100
2021;Sudão do Sul;Carne de Aves;31261;22000
2021;Bahamas;Outras Carnes e Miudezas;30555;61311
2021;Líbano;Carne Suína;30142;21530
2021;Libéria;Carne Bovina;29113;4352
2021;Togo;Carne de Aves;28713;22000
2021;Gâmbia;Carne de Aves;28381;12500
2021;Etiópia;Carne de Aves;26975;15684
2021;Panamá;Carne Suína;26110;6278
2021;Níger;Carne de Aves;25567;10214
2021;Gana;Carne Suína;24663;12042
2021;Sint Maarten;Carne de Aves;24265;24705
2021;Bermudas;Carne de Aves;23629;10598
2021;Suriname;Carne de Aves;22567;16581
2021;Congo;Outras Carnes e Miudezas;22515;26958
2021;Marshall, Ilhas;Carne Suína;22147;5654
2021;Filipinas;Carne Suína;19916;16105
2021;Malásia;Outras Carnes e Miudezas;19426;5254
2021;Botsuana;Carne de Aves;17838;54216
2021;Sri Lanka;Carne de Aves;17556;9060
2021;Cabo Verde;Carne de Aves;17208;10790
2021;Guiné Equatorial;Outras Carnes e Miudezas;16268;27800
2021;Gabão;Carne Suína;15306;27808
2021;Guiné Equatorial;Carne de Aves;14568;11121
2021;Bahamas;Carne de Aves;13836;8255
2021;Seicheles;Outras Carnes e Miudezas;13322;8420
2021;Curaçao;Carne de Aves;13082;8550
2021;Panamá;Carne de Aves;11737;5116
2021;Seicheles;Carne Suína;11700;4500
2021;Moçambique;Outras Carnes e Miudezas;11564;55425
2021;Bermudas;Carne de Aves;11018;7410
2021;Marshall, Ilhas;Carne de Aves;10709;5164
2021;Bahamas;Carne Suína;10539;16404
2021;Sint Maarten;Carne Suína;10347;10800
2021;Anguilla;Carne de Aves;9970;9450
2021;Anguilla;Carne de Aves;9660;5993
2021;Emirados Árabes Unidos;Carne de Aves;9171;4781
2021;Camboja;Outras Carnes e Miudezas;9083;5993
2021;Haiti;Carne de Aves;8896;5736
2021;Singapura;Carne Bovina;8512;1412
2021;Libéria;Carne Bovina;8167;1268
2021;Uruguai;Outras Carnes e Miudezas;7904;5000
2021;Panamá;Carne Suína;7886;2642
2021;Timor Leste;Outras Carnes e Miudezas;7864;11358
2021;Singapura;Outras Carnes e Miudezas;7831;8000
2021;Bahamas;Carne Bovina;7814;996
2021;Geórgia;Carne Suína;7355;8450
2021;Malta;Carne Bovina;7348;1087
2021;Marshall, Ilhas;Carne de Aves;7184;3504
2021;Malta;Carne Suína;7021;1726
2021;Panamá;Carne de Aves;6869;3236
2021;Etiópia;Carne de Aves;6086;3424
2021;Angola;Carne de Aves;6052;13005
2021;Samoa Americana;Carne de Aves;5773;3000
2021;Virgens, Ilhas (Britânicas);Carne de Aves;5581;6375
2021;Marshall, Ilhas;Carne Suína;5544;1796
2021;Bermudas;Carne Suína;5428;2760
2021;Guiné-Bissau;Carne de Aves;5085;2000
2021;Turcomenistão;Carne Suína;5064;2287
2021;Hong Kong;Outras Carnes e Miudezas;4994;611
2021;Camboja;Carne de Aves;4943;4144
2021;Panamá;Outras Carnes e Miudezas;4830;944
2021;Tanzânia;Carne de Aves;4392;3000
2021;Panamá;Outras Carnes e Miudezas;4116;1269
2021;Países Baixos (Holanda);Carne Bovina;4110;401
2021;Congo, República Democrática;Carne Suína;4008;4000
2021;Alemanha;Carne Suína;3909;1083
2021;Marshall, Ilhas;Outras Carnes e Miudezas;3542;1062
2021;Libéria;Outras Carnes e Miudezas;3524;631
2021;Togo;Carne de Aves;3332;2999
2021;Panamá;Carne Bovina;3332;671
2021;Libéria;Outras Carnes e Miudezas;3315;362
2021;Polônia;Carne Suína;3285;533
2021;São Tomé e Príncipe;Carne de Aves;3117;1970
2021;Malta;Carne de Aves;3061;1554
2021;Noruega;Carne Bovina;2990;413
2021;Libéria;Carne Suína;2868;444
2021;Noruega;Carne Suína;2856;659
2021;Libéria;Carne Suína;2840;875
2021;Bahamas;Outras Carnes e Miudezas;2624;285
2021;Libéria;Outras Carnes e Miudezas;2577;460
2021;Hong Kong;Outras Carnes e Miudezas;2545;463
2021;Libéria;Outras Carnes e Miudezas;2478;726
2021;Sint Maarten;Outras Carnes e Miudezas;2446;4473
2021;Marshall, Ilhas;Outras Carnes e Miudezas;2394;472
2021;Polônia;Carne Bovina;2349;255
2021;Libéria;Carne de Aves;2261;390
2021;Hong Kong;Outras Carnes e Miudezas;2234;205
2021;Marshall, Ilhas;Outras Carnes e Miudezas;2171;273
2021;Panamá;Carne de Aves;2034;377
2021;Panamá;Outras Carnes e Miudezas;2010;317
2021;Marshall, Ilhas;Carne Bovina;2005;403
2021;Chipre;Carne Bovina;1978;264
2021;São Vicente e Granadinas;Carne Bovina;1961;476
2021;Panamá;Outras Carnes e Miudezas;1933;200
2021;Malta;Outras Carnes e Miudezas;1884;602
2021;Panamá;Carne Suína;1822;655
2021;Malta;Carne Suína;1760;466
2021;Noruega;Carne de Aves;1695;739
2021;Singapura;Outras Carnes e Miudezas;1693;398
2021;Alemanha;Carne Bovina;1693;229
2021;Libéria;Carne Bovina;1648;311
2021;Dinamarca;Carne Suína;1622;390
2021;Malta;Outras Carnes e Miudezas;1470;119
2021;Coveite (Kuweit);Carne de Aves;1453;690
2021;Hong Kong;Outras Carnes e Miudezas;1399;202
2021;China;Carne Bovina;1369;249
2021;Hong Kong;Carne Bovina;1340;340
2021;Marshall, Ilhas;Carne Suína;1295;282
2021;Togo;Carne de Aves;1277;858
2021;Noruega;Carne Suína;1264;287
2021;São Vicente e Granadinas;Carne de Aves;1253;744
2021;Libéria;Outras Carnes e Miudezas;1244;439
2021;Malta;Carne de Aves;1230;632
2021;Marshall, Ilhas;Carne Suína;1225;413
2021;Turcas e Caicos, Ilhas;Carne de Aves;1194;800
2021;Grécia;Carne Bovina;1162;187
2021;Panamá;Outras Carnes e Miudezas;1147;119
2021;Marshall, Ilhas;Outras Carnes e Miudezas;1131;111
2021;Noruega;Carne de Aves;1085;418
2021;Polônia;Carne de Aves;1067;405
2021;Libéria;Outras Carnes e Miudezas;1067;110
2021;Marshall, Ilhas;Outras Carnes e Miudezas;1052;170
2021;Dominica;Carne Suína;1020;2400
2021;Marshall, Ilhas;Carne Bovina;1020;217
2021;Noruega;Carne Bovina;1015;197
2021;Noruega;Outras Carnes e Miudezas;998;103
2021;Marshall, Ilhas;Outras Carnes e Miudezas;997;144
2021;Hong Kong;Outras Carnes e Miudezas;993;514
2021;Cayman, Ilhas;Carne Bovina;991;238
2021;Panamá;Outras Carnes e Miudezas;986;100
2021;Malta;Carne Suína;965;251
2021;Singapura;Outras Carnes e Miudezas;960;323
2021;Alemanha;Carne Bovina;948;160
2021;Hong Kong;Outras Carnes e Miudezas;945;102
2021;Libéria;Carne Bovina;906;139
2021;Singapura;Outras Carnes e Miudezas;895;198
2021;Marshall, Ilhas;Carne de Aves;891;176
2021;Dinamarca;Carne Bovina;877;140
2021;Grécia;Carne Suína;867;263
2021;Bahamas;Carne Bovina;863;185
2021;Noruega;Carne Suína;863;173
2021;Noruega;Outras Carnes e Miudezas;862;171
2021;Chile;Outras Carnes e Miudezas;837;207
2021;Croácia;Carne Bovina;815;153
2021;Panamá;Outras Carnes e Miudezas;808;423
2021;Panamá;Carne Bovina;794;169
2021;Bahamas;Outras Carnes e Miudezas;794;142
2021;Ilha de Man;Carne Bovina;788;113
2021;Libéria;Outras Carnes e Miudezas;775;89
2021;Portugal;Carne Bovina;764;93
2021;Panamá;Outras Carnes e Miudezas;744;394
2021;Marshall, Ilhas;Outras Carnes e Miudezas;719;78
2021;Ilha de Man;Carne Suína;712;174
2021;Singapura;Carne Bovina;706;237
2021;Bahamas;Outras Carnes e Miudezas;701;129
2021;Honduras;Outras Carnes e Miudezas;700;1000
2021;Reino Unido;Carne Bovina;696;112
2021;Panamá;Carne Suína;694;140
2021;Malta;Outras Carnes e Miudezas;687;97
2021;Países Baixos (Holanda);Carne Suína;685;175
2021;Marshall, Ilhas;Outras Carnes e Miudezas;682;263
2021;Libéria;Outras Carnes e Miudezas;678;175
2021;Singapura;Outras Carnes e Miudezas;673;272
2021;Itália;Carne Bovina;664;101
2021;Marshall, Ilhas;Outras Carnes e Miudezas;649;169
2021;Bahamas;Outras Carnes e Miudezas;648;49
2021;Vanuatu;Carne Suína;628;161
2021;Ilha de Man;Outras Carnes e Miudezas;626;131
2021;Bahamas;Outras Carnes e Miudezas;619;200
2021;China;Outras Carnes e Miudezas;610;102
2021;Panamá;Outras Carnes e Miudezas;609;151
2021;Panamá;Outras Carnes e Miudezas;605;84
2021;Reino Unido;Carne Suína;589;156
2021;Malta;Outras Carnes e Miudezas;588;98
2021;Libéria;Carne Suína;587;221
2021;Gibraltar;Carne Bovina;580;75
2021;Curaçao;Carne Suína;576;152
2021;Libéria;Outras Carnes e Miudezas;564;51
2021;Panamá;Outras Carnes e Miudezas;547;81
2021;Malta;Carne Bovina;543;102
2021;Panamá;Outras Carnes e Miudezas;527;226
2021;Antígua e Barbuda;Carne Suína;525;157
2021;Libéria;Outras Carnes e Miudezas;524;132
