Ano;País de Destino;Categoria de Carne;Faturamento (US$);Volume (Kg)
2022;Moçambique;Carne de Aves;101832;57450
2022;Suíça;Outras Carnes e Miudezas;101558;37800
2022;Congo;Carne de Aves;96448;49310
2022;Omã;Carne de Aves;95594;32166
2022;Sudão;Carne de Aves;92614;54000
2022;Singapura;Carne de Aves;89975;27138
2022;Curaçao;Carne de Aves;88899;41869
2022;Bermudas;Carne de Aves;81472;31896
2022;Maurício;Carne de Aves;81423;20137
2022;Cayman, Ilhas;Carne de Aves;81289;26674
2022;Chade;Carne de Aves;79875;32230
2022;Seicheles;Carne Suína;77706;35977
2022;Gana;Carne de Aves;77544;48288
2022;Djibuti;Carne de Aves;76765;28372
2022;Serra Leoa;Carne de Aves;76191;156286
2022;Congo;Outras Carnes e Miudezas;74776;116201
2022;Togo;Carne de Aves;70853;34476
2022;Argentina;Carne Bovina;69790;21273
2022;Maurício;Carne de Aves;68729;9600
2022;Camboja;Outras Carnes e Miudezas;68504;59633
2022;Venezuela;Carne Suína;67471;27007
2022;Nova Caledônia;Carne de Aves;66470;28201
2022;Gabão;Outras Carnes e Miudezas;66446;79510
2022;Anguilla;Carne de Aves;64096;23600
2022;Turquia;Carne Suína;63223;27800
2022;Coveite (Kuweit);Carne Bovina;61905;27022
2022;Chade;Carne Suína;58978;17476
2022;Zimbábue;Carne de Aves;58657;207093
2022;Alemanha;Carne de Aves;57989;25290
2022;Paraguai;Carne de Aves;56536;23016
2022;Emirados Árabes Unidos;Carne de Aves;56448;21171
2022;Dominica;Carne de Aves;55900;34530
2022;Benin;Carne de Aves;54778;34630
2022;Irã;Carne de Aves;54763;27072
2022;Tanzânia;Carne de Aves;54012;26000
2022;Botsuana;Carne de Aves;52826;164203
2022;Índia;Carne de Aves;52795;27920
2022;México;Carne de Aves;52624;7245
2022;Singapura;Carne Suína;51056;39847
2022;Marshall, Ilhas;Carne Bovina;50599;6166
2022;Cabo Verde;Carne de Aves;49308;26936
2022;Anguilla;Carne Suína;49019;20376
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;48475;18900
2022;Libéria;Carne Bovina;46409;5405
2022;Angola;Outras Carnes e Miudezas;46202;27000
2022;Laos;Carne de Aves;45469;28770
2022;Sint Maarten;Carne de Aves;44849;19923
2022;Cabo Verde;Outras Carnes e Miudezas;43825;55600
2022;Coreia do Sul;Carne Suína;40495;22262
2022;Montserrat;Carne de Aves;39934;16880
2022;Sudão;Carne de Aves;38409;11998
2022;Granada;Carne Suína;38001;16077
2022;Tailândia;Outras Carnes e Miudezas;37800;54000
2022;Índia;Carne Suína;37450;15000
2022;Laos;Outras Carnes e Miudezas;36791;53676
2022;Nova Caledônia;Carne de Aves;36260;8582
2022;Zâmbia;Carne de Aves;35646;83528
2022;Azerbaijão;Carne de Aves;35615;11145
2022;Hong Kong;Outras Carnes e Miudezas;35145;13865
2022;Marshall, Ilhas;Carne Suína;35082;8679
2022;Japão;Carne Suína;34075;9984
2022;Libéria;Carne Suína;33159;112646
2022;Congo, República Democrática;Carne Suína;31289;26700
2022;Sint Maarten;Carne de Aves;30886;8899
2022;Bahamas;Carne Suína;30150;63773
2022;Bermudas;Carne de Aves;29243;14976
2022;Togo;Carne de Aves;27660;17880
2022;Guiné;Carne de Aves;27344;91521
2022;Turcas e Caicos, Ilhas;Carne de Aves;27040;11730
2022;Tailândia;Carne de Aves;26370;34500
2022;Bahamas;Outras Carnes e Miudezas;25498;31500
2022;Panamá;Carne Bovina;25131;3714
2022;Libéria;Carne de Aves;24795;12779
2022;Gana;Outras Carnes e Miudezas;23251;28295
2022;Antígua e Barbuda;Carne de Aves;22895;15000
2022;Angola;Carne de Aves;22498;27195
2022;Antígua e Barbuda;Carne de Aves;22353;13285
2022;Costa do Marfim;Outras Carnes e Miudezas;22223;25795
2022;Congo, República Democrática;Carne de Aves;22105;55110
2022;Marshall, Ilhas;Carne de Aves;20255;7693
2022;Canadá;Outras Carnes e Miudezas;20034;4586
2022;Panamá;Carne Suína;19936;4958
2022;Marshall, Ilhas;Carne de Aves;19876;7908
2022;Chile;Carne de Aves;19865;2556
2022;Sint Maarten;Carne de Aves;19468;12015
2022;Guiné-Bissau;Carne de Aves;17602;9021
2022;Guiné Equatorial;Outras Carnes e Miudezas;17561;27800
2022;Curaçao;Carne de Aves;17175;9450
2022;Bermudas;Carne Suína;16878;6540
2022;Costa do Marfim;Carne de Aves;16566;11000
2022;Anguilla;Carne de Aves;15282;9300
2022;Haiti;Carne de Aves;14686;8775
2022;Níger;Carne de Aves;14616;9152
2022;Virgens, Ilhas (Britânicas);Carne de Aves;13900;9000
2022;Israel;Carne de Aves;13831;7852
2022;Timor Leste;Outras Carnes e Miudezas;12937;11034
2022;Coreia do Sul;Outras Carnes e Miudezas;12913;6123
2022;Congo;Carne Suína;12661;9480
2022;Sudão do Sul;Carne de Aves;12069;7700
2022;Sint Maarten;Carne Suína;11711;26336
2022;Bahamas;Carne Bovina;11532;1343
2022;Estados Unidos;Carne de Aves;11390;4120
2022;Libéria;Carne Bovina;11166;1435
2022;Etiópia;Carne de Aves;10644;5000
2022;Romênia;Carne de Aves;10547;27360
2022;São Tomé e Príncipe;Carne Suína;10012;3995
2022;Sudão do Sul;Carne de Aves;9544;3930
2022;Malta;Carne Bovina;9445;997
2022;Panamá;Carne de Aves;9350;3934
2022;Moçambique;Outras Carnes e Miudezas;8850;27800
2022;Catar;Carne de Aves;8509;1692
2022;Panamá;Carne de Aves;8135;3580
2022;Moldávia;Outras Carnes e Miudezas;7523;3960
2022;Bonaire, Saint Eustatius e Saba;Carne de Aves;7464;3969
2022;Marshall, Ilhas;Carne Suína;6987;1921
2022;Singapura;Carne Bovina;6894;966
2022;Libéria;Outras Carnes e Miudezas;6665;1145
2022;Marshall, Ilhas;Outras Carnes e Miudezas;6482;593
2022;Marshall, Ilhas;Outras Carnes e Miudezas;6352;461
2022;Noruega;Carne Suína;5822;1317
2022;Benin;Carne Suína;5632;1910
2022;Níger;Carne de Aves;5285;2000
2022;Malta;Carne Suína;5189;1338
2022;Libéria;Outras Carnes e Miudezas;5055;781
2022;Dominica;Carne de Aves;5050;2587
2022;Libéria;Outras Carnes e Miudezas;4970;460
2022;Noruega;Carne Bovina;4881;504
2022;Costa do Marfim;Carne de Aves;4752;3000
2022;Panamá;Carne Suína;4715;1441
2022;Bonaire, Saint Eustatius e Saba;Carne de Aves;4711;1005
2022;Dominica;Carne Suína;4328;8000
2022;Libéria;Carne Bovina;4228;690
2022;Marshall, Ilhas;Outras Carnes e Miudezas;4155;764
2022;Marshall, Ilhas;Outras Carnes e Miudezas;4147;984
2022;Angola;Outras Carnes e Miudezas;4000;1000
2022;Libéria;Outras Carnes e Miudezas;3994;297
2022;Panamá;Outras Carnes e Miudezas;3946;714
2022;Anguilla;Carne de Aves;3813;1950
2022;Dominica;Carne Suína;3499;1206
2022;Marshall, Ilhas;Carne Suína;3489;985
2022;Libéria;Outras Carnes e Miudezas;3483;835
2022;Sint Maarten;Carne de Aves;3440;444
2022;Marshall, Ilhas;Outras Carnes e Miudezas;3346;536
2022;Samoa Americana;Carne de Aves;3331;1500
2022;Reino Unido;Carne Bovina;3282;488
2022;Reino Unido;Carne Suína;3169;841
2022;Libéria;Carne Suína;3131;620
2022;Marshall, Ilhas;Outras Carnes e Miudezas;3090;352
2022;Seicheles;Outras Carnes e Miudezas;2840;1640
2022;Seicheles;Carne Suína;2782;1502
2022;São Tomé e Príncipe;Carne de Aves;2780;1200
2022;Países Baixos (Holanda);Carne Suína;2693;535
2022;Noruega;Carne de Aves;2512;854
2022;Malta;Carne de Aves;2442;820
2022;Malta;Carne Suína;2413;562
2022;Granada;Outras Carnes e Miudezas;2286;3480
2022;Panamá;Carne Bovina;2265;403
2022;Portugal;Carne Suína;2174;469
2022;Libéria;Outras Carnes e Miudezas;2141;527
2022;Malta;Carne de Aves;2138;768
2022;Grécia;Carne Bovina;2070;272
2022;Panamá;Carne Suína;2065;740
2022;Antígua e Barbuda;Carne Bovina;2057;299
2022;Marshall, Ilhas;Outras Carnes e Miudezas;2032;639
2022;Canadá;Carne Suína;2020;1072
2022;Antígua e Barbuda;Carne Suína;2002;543
2022;Panamá;Carne Bovina;1979;391
2022;Marshall, Ilhas;Carne Suína;1960;512
2022;Libéria;Carne Suína;1850;628
2022;Libéria;Outras Carnes e Miudezas;1828;198
2022;Países Baixos (Holanda);Carne Bovina;1827;248
2022;Montserrat;Carne Suína;1826;680
2022;Chipre;Carne Bovina;1820;259
2022;Irã;Outras Carnes e Miudezas;1789;150
2022;Noruega;Carne Bovina;1768;160
2022;Panamá;Outras Carnes e Miudezas;1714;282
2022;Libéria;Carne Suína;1666;206
2022;Timor Leste;Carne Suína;1621;5500
2022;Países Baixos (Holanda);Carne de Aves;1616;620
2022;Panamá;Carne Suína;1615;418
2022;Estados Unidos;Carne Bovina;1604;350
2022;Chipre;Carne Suína;1596;393
2022;Panamá;Outras Carnes e Miudezas;1593;164
2022;Bahamas;Outras Carnes e Miudezas;1590;140
2022;Marshall, Ilhas;Carne Bovina;1575;226
2022;Panamá;Outras Carnes e Miudezas;1560;311
2022;Estados Unidos;Carne Suína;1525;589
2022;Panamá;Outras Carnes e Miudezas;1520;369
2022;Cayman, Ilhas;Carne Bovina;1500;164
2022;Marshall, Ilhas;Carne Bovina;1478;272
2022;Portugal;Carne Bovina;1466;169
2022;Libéria;Outras Carnes e Miudezas;1366;313
2022;Noruega;Outras Carnes e Miudezas;1360;112
2022;Hong Kong;Outras Carnes e Miudezas;1346;104
2022;Dinamarca;Carne Bovina;1336;90
2022;Hong Kong;Outras Carnes e Miudezas;1328;145
2022;Hong Kong;Carne Bovina;1327;208
2022;Ilha de Man;Carne Suína;1295;286
2022;Reino Unido;Carne Suína;1282;400
2022;Libéria;Carne de Aves;1275;168
2022;Singapura;Outras Carnes e Miudezas;1246;240
2022;Hong Kong;Outras Carnes e Miudezas;1233;194
2022;Singapura;Outras Carnes e Miudezas;1195;77
2022;Marshall, Ilhas;Outras Carnes e Miudezas;1184;135
2022;Barbados;Carne Suína;1163;273
2022;Libéria;Carne Bovina;1147;176
2022;Bahamas;Carne Suína;1142;380
2022;Hong Kong;Outras Carnes e Miudezas;1104;68
2022;Cocos (Keeling), Ilhas;Carne de Aves;1079;320
2022;Bahamas;Carne Bovina;1038;158
2022;São Vicente e Granadinas;Carne Suína;1035;233
2022;Panamá;Outras Carnes e Miudezas;1026;128
2022;Noruega;Carne de Aves;1003;415
2022;Irlanda;Carne Bovina;995;153
2022;Marshall, Ilhas;Carne de Aves;982;300
2022;Libéria;Outras Carnes e Miudezas;982;212
2022;Vietnã;Carne de Aves;976;104
2022;Alemanha;Carne Suína;948;250
2022;Noruega;Outras Carnes e Miudezas;945;87
2022;Malta;Carne Bovina;931;160
2022;Vietnã;Carne Bovina;916;69
2022;Arábia Saudita;Carne Bovina;907;69
2022;Países Baixos (Holanda);Carne Bovina;903;100
2022;Bahamas;Outras Carnes e Miudezas;895;67
2022;Chipre;Carne de Aves;883;285
2022;Países Baixos (Holanda);Carne Suína;880;181
2022;Grécia;Carne Bovina;880;115
2022;Panamá;Outras Carnes e Miudezas;879;291
2022;Libéria;Outras Carnes e Miudezas;879;213
2022;Bahamas;Outras Carnes e Miudezas;860;52
2022;Noruega;Carne Bovina;854;145
2022;Dinamarca;Carne Bovina;842;110
2022;Libéria;Carne de Aves;830;142
2022;Malta;Outras Carnes e Miudezas;828;153
2022;Irlanda;Carne Suína;816;214
2022;Cayman, Ilhas;Carne Suína;810;224
2022;Singapura;Outras Carnes e Miudezas;795;120
2022;Noruega;Outras Carnes e Miudezas;779;114
2022;Irã;Carne Bovina;763;95
2022;Panamá;Carne de Aves;753;96
2022;Suíça;Carne Suína;746;201
2022;Panamá;Carne Suína;741;248
2022;Japão;Carne Bovina;741;220
2022;Chipre;Carne de Aves;727;286
2022;Cocos (Keeling), Ilhas;Carne Bovina;725;131
2022;China;Carne Bovina;719;119
2022;Malta;Outras Carnes e Miudezas;718;153
2022;Timor Leste;Outras Carnes e Miudezas;705;2205
2022;Grécia;Carne de Aves;705;198
2022;Alemanha;Carne Bovina;705;67
2022;Dinamarca;Carne Suína;702;216
2022;Marshall, Ilhas;Outras Carnes e Miudezas;702;144
2022;Singapura;Outras Carnes e Miudezas;696;73
2022;Panamá;Outras Carnes e Miudezas;696;68
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;696;55
2022;Marshall, Ilhas;Outras Carnes e Miudezas;688;206
2022;Hong Kong;Outras Carnes e Miudezas;687;97
2022;Bahamas;Outras Carnes e Miudezas;685;113
2022;Tailândia;Carne de Aves;684;306
2022;Singapura;Outras Carnes e Miudezas;660;160
2022;Barbados;Carne Bovina;658;71
2022;Bahamas;Outras Carnes e Miudezas;640;41
2022;Filipinas;Carne Bovina;639;48
2022;Ilha de Man;Carne de Aves;636;260
2022;Reino Unido;Carne Bovina;627;123
2022;Cook, Ilhas;Carne Bovina;623;124
2022;São Vicente e Granadinas;Carne Bovina;623;90
2022;Ilha de Man;Carne Bovina;622;92
2022;Hong Kong;Carne Suína;621;196
2022;Portugal;Outras Carnes e Miudezas;617;147
2022;Japão;Carne Suína;608;210
2022;Granada;Carne Suína;600;1968
2022;Etiópia;Carne de Aves;578;325
2022;Singapura;Carne Bovina;578;94
2022;Suíça;Carne Bovina;571;80
2022;Noruega;Carne de Aves;567;60
2022;Libéria;Carne Suína;553;133
2022;Libéria;Outras Carnes e Miudezas;538;41
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;534;146
2022;Malta;Outras Carnes e Miudezas;525;60
2022;Reino Unido;Outras Carnes e Miudezas;524;139
2022;Hong Kong;Carne Suína;512;43
2022;Países Baixos (Holanda);Carne Bovina;499;77
2022;Montserrat;Carne de Aves;495;450
2022;Irlanda;Carne de Aves;493;210
2022;Países Baixos (Holanda);Carne Suína;492;94
2022;Noruega;Outras Carnes e Miudezas;487;81
2022;Hong Kong;Outras Carnes e Miudezas;484;164
2022;Barbados;Carne de Aves;481;178
2022;Libéria;Outras Carnes e Miudezas;477;98
2022;São Vicente e Granadinas;Carne de Aves;474;188
2022;Antígua e Barbuda;Outras Carnes e Miudezas;472;111
2022;Reino Unido;Outras Carnes e Miudezas;472;88
2022;Portugal;Carne de Aves;464;158
2022;Virgens, Ilhas (Britânicas);Carne Suína;463;1600
2022;Marshall, Ilhas;Outras Carnes e Miudezas;463;162
2022;Noruega;Carne Suína;452;113
2022;Grécia;Carne Suína;444;115
2022;Ilha de Man;Carne Suína;441;114
2022;Bahamas;Outras Carnes e Miudezas;432;86
2022;Malta;Carne Suína;428;129
2022;Marshall, Ilhas;Carne de Aves;428;60
2022;Noruega;Outras Carnes e Miudezas;427;102
2022;Malta;Outras Carnes e Miudezas;426;153
2022;Irlanda;Carne Bovina;426;98
2022;Irlanda;Carne Suína;418;75
2022;Belize;Carne de Aves;413;105
2022;Bahamas;Carne de Aves;412;80
2022;Antígua e Barbuda;Carne Suína;411;100
2022;Dinamarca;Carne Suína;411;80
2022;Panamá;Outras Carnes e Miudezas;410;197
2022;Itália;Carne Bovina;408;58
2022;Singapura;Outras Carnes e Miudezas;407;57
2022;Bahamas;Carne Suína;406;48
2022;Marshall, Ilhas;Outras Carnes e Miudezas;394;17
2022;Bahamas;Carne de Aves;383;53
2022;Cayman, Ilhas;Carne de Aves;382;168
2022;Cayman, Ilhas;Outras Carnes e Miudezas;378;30
2022;Barbados;Carne de Aves;372;160
2022;Grécia;Carne Bovina;370;57
2022;Vietnã;Carne Suína;369;80
2022;Malta;Outras Carnes e Miudezas;368;52
2022;Estados Unidos;Carne de Aves;357;195
2022;Malta;Carne Suína;356;196
2022;Arábia Saudita;Carne Suína;355;82
2022;Chipre;Carne Suína;349;104
2022;Singapura;Outras Carnes e Miudezas;347;43
2022;Singapura;Outras Carnes e Miudezas;341;90
2022;Filipinas;Carne Suína;339;75
2022;Dinamarca;Carne de Aves;337;110
2022;Antígua e Barbuda;Carne Suína;334;85
2022;Belize;Outras Carnes e Miudezas;333;17
2022;Cook, Ilhas;Carne de Aves;331;140
2022;Índia;Outras Carnes e Miudezas;323;23
2022;Filipinas;Outras Carnes e Miudezas;322;35
2022;Singapura;Carne Bovina;320;42
2022;Panamá;Outras Carnes e Miudezas;316;130
2022;Marshall, Ilhas;Carne de Aves;310;20
2022;Irã;Outras Carnes e Miudezas;307;36
2022;Itália;Carne Suína;302;81
2022;Bahamas;Outras Carnes e Miudezas;302;74
2022;Malta;Outras Carnes e Miudezas;300;31
2022;Marshall, Ilhas;Outras Carnes e Miudezas;294;27
2022;Ilha de Man;Outras Carnes e Miudezas;291;20
2022;China;Carne Bovina;290;27
2022;Suíça;Carne de Aves;289;109
2022;Marshall, Ilhas;Carne Bovina;281;56
2022;Portugal;Outras Carnes e Miudezas;281;30
2022;Marshall, Ilhas;Carne Suína;277;120
2022;Tailândia;Carne Bovina;275;23
2022;Bahamas;Outras Carnes e Miudezas;270;35
2022;Cayman, Ilhas;Carne Suína;269;70
2022;Reino Unido;Carne Suína;264;54
2022;Dinamarca;Outras Carnes e Miudezas;262;46
2022;Reino Unido;Outras Carnes e Miudezas;260;21
2022;Geórgia;Carne Suína;257;1008
2022;Barbados;Carne Bovina;257;55
2022;Dinamarca;Carne de Aves;256;105
2022;China;Carne de Aves;254;150
2022;Noruega;Outras Carnes e Miudezas;252;30
2022;Suíça;Carne Suína;250;68
2022;Noruega;Carne Suína;250;31
2022;Chipre;Carne Suína;248;40
2022;Filipinas;Carne de Aves;239;80
2022;Barbados;Carne Suína;237;66
2022;Vietnã;Carne de Aves;237;60
2022;Marshall, Ilhas;Outras Carnes e Miudezas;235;19
2022;Singapura;Outras Carnes e Miudezas;235;19
2022;Filipinas;Outras Carnes e Miudezas;230;42
2022;Grécia;Outras Carnes e Miudezas;229;40
2022;Noruega;Outras Carnes e Miudezas;229;31
2022;Bahamas;Outras Carnes e Miudezas;229;19
2022;Singapura;Carne Suína;227;52
2022;Belize;Carne Suína;227;46
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;223;50
2022;Marshall, Ilhas;Outras Carnes e Miudezas;223;48
2022;Curaçao;Carne Bovina;222;18
2022;Barbados;Outras Carnes e Miudezas;221;18
2022;Irlanda;Outras Carnes e Miudezas;220;20
2022;China;Outras Carnes e Miudezas;219;30
2022;Belize;Carne de Aves;219;23
2022;Libéria;Outras Carnes e Miudezas;219;20
2022;Panamá;Outras Carnes e Miudezas;216;112
2022;Chipre;Outras Carnes e Miudezas;214;40
2022;Reino Unido;Outras Carnes e Miudezas;214;30
2022;Chipre;Outras Carnes e Miudezas;214;30
2022;Itália;Carne de Aves;209;88
2022;Hong Kong;Outras Carnes e Miudezas;207;20
2022;Vietnã;Outras Carnes e Miudezas;205;28
2022;Cayman, Ilhas;Outras Carnes e Miudezas;204;38
2022;São Vicente e Granadinas;Carne Suína;201;48
2022;Vietnã;Carne Suína;200;45
2022;Antígua e Barbuda;Outras Carnes e Miudezas;200;34
2022;Itália;Carne Suína;192;48
2022;Marshall, Ilhas;Carne Suína;191;58
2022;Cook, Ilhas;Outras Carnes e Miudezas;189;20
2022;Ilha de Man;Carne de Aves;186;76
2022;Belize;Carne Bovina;185;10
2022;Grécia;Carne Suína;184;40
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;184;20
2022;São Vicente e Granadinas;Carne de Aves;182;56
2022;Belize;Carne Bovina;181;10
2022;Barbados;Outras Carnes e Miudezas;180;24
2022;São Vicente e Granadinas;Outras Carnes e Miudezas;179;20
2022;Cocos (Keeling), Ilhas;Outras Carnes e Miudezas;177;46
2022;Panamá;Outras Carnes e Miudezas;175;59
2022;Países Baixos (Holanda);Carne Suína;175;36
2022;Itália;Carne de Aves;173;56
2022;Irã;Outras Carnes e Miudezas;173;45
2022;Portugal;Carne Bovina;172;40
2022;Barbados;Outras Carnes e Miudezas;172;10
2022;Irã;Outras Carnes e Miudezas;171;25
2022;Cocos (Keeling), Ilhas;Outras Carnes e Miudezas;171;22
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;170;28
2022;Tailândia;Carne Suína;168;52
2022;Suíça;Outras Carnes e Miudezas;168;37
2022;São Vicente e Granadinas;Outras Carnes e Miudezas;168;37
2022;Cook, Ilhas;Carne de Aves;167;50
2022;Barbados;Outras Carnes e Miudezas;165;40
2022;Cocos (Keeling), Ilhas;Carne Bovina;162;46
2022;Alemanha;Carne Bovina;162;20
2022;Itália;Outras Carnes e Miudezas;160;37
2022;Cayman, Ilhas;Outras Carnes e Miudezas;160;37
2022;Tailândia;Carne Suína;159;40
2022;Reino Unido;Outras Carnes e Miudezas;156;37
2022;Irã;Carne Bovina;154;37
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;154;20
2022;Tailândia;Carne de Aves;153;21
2022;Hong Kong;Carne de Aves;152;23
2022;Bahamas;Outras Carnes e Miudezas;150;49
2022;Bahamas;Outras Carnes e Miudezas;150;36
2022;Panamá;Outras Carnes e Miudezas;148;15
2022;Barbados;Outras Carnes e Miudezas;147;29
2022;Antígua e Barbuda;Carne Bovina;147;24
2022;Portugal;Outras Carnes e Miudezas;146;21
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;145;30
2022;Malta;Outras Carnes e Miudezas;144;30
2022;Portugal;Carne Suína;142;47
2022;Portugal;Outras Carnes e Miudezas;141;10
2022;Reino Unido;Carne de Aves;139;20
2022;Portugal;Carne Suína;138;40
2022;Ilha de Man;Outras Carnes e Miudezas;137;30
2022;Chile;Carne Bovina;137;21
2022;Portugal;Carne de Aves;136;20
2022;China;Outras Carnes e Miudezas;135;20
2022;Grécia;Carne Suína;134;40
2022;Suíça;Carne Bovina;128;20
2022;Bahamas;Carne Bovina;127;20
2022;Singapura;Carne de Aves;127;17
2022;Coreia do Sul;Carne de Aves;126;50
2022;Ilha de Man;Outras Carnes e Miudezas;126;20
2022;Libéria;Outras Carnes e Miudezas;119;118
2022;Singapura;Carne Suína;119;58
2022;Antígua e Barbuda;Outras Carnes e Miudezas;115;19
2022;Malta;Outras Carnes e Miudezas;114;46
2022;China;Outras Carnes e Miudezas;113;20
2022;Ilha de Man;Outras Carnes e Miudezas;109;40
2022;Filipinas;Carne Bovina;107;18
2022;África do Sul;Carne de Aves;106;72
2022;Irã;Outras Carnes e Miudezas;106;21
2022;Dinamarca;Outras Carnes e Miudezas;105;20
2022;Suíça;Outras Carnes e Miudezas;104;20
2022;Belize;Carne Suína;103;21
2022;Panamá;Outras Carnes e Miudezas;103;21
2022;Belize;Outras Carnes e Miudezas;103;3
2022;Noruega;Carne Suína;102;40
2022;Irlanda;Outras Carnes e Miudezas;102;24
2022;Irlanda;Outras Carnes e Miudezas;102;20
2022;Irlanda;Carne de Aves;101;60
2022;China;Outras Carnes e Miudezas;101;20
2022;Marshall, Ilhas;Outras Carnes e Miudezas;99;65
2022;Chipre;Carne Bovina;94;21
2022;Panamá;Carne Bovina;92;23
2022;Alemanha;Outras Carnes e Miudezas;92;20
2022;Alemanha;Carne de Aves;91;100
2022;Alemanha;Outras Carnes e Miudezas;91;80
2022;Reino Unido;Outras Carnes e Miudezas;90;10
2022;Alemanha;Outras Carnes e Miudezas;87;50
2022;Libéria;Carne Bovina;85;22
2022;Antígua e Barbuda;Outras Carnes e Miudezas;81;19
2022;São Vicente e Granadinas;Outras Carnes e Miudezas;81;19
2022;Antígua e Barbuda;Outras Carnes e Miudezas;81;16
2022;Arábia Saudita;Carne Suína;80;20
2022;Singapura;Outras Carnes e Miudezas;80;19
2022;Dinamarca;Carne de Aves;79;15
2022;Chipre;Carne Bovina;79;4
2022;Hong Kong;Outras Carnes e Miudezas;77;19
2022;Cayman, Ilhas;Outras Carnes e Miudezas;77;19
2022;Países Baixos (Holanda);Outras Carnes e Miudezas;77;13
2022;Chipre;Carne Bovina;77;10
2022;Curaçao;Carne Suína;76;20
2022;China;Carne Suína;75;30
2022;Cayman, Ilhas;Outras Carnes e Miudezas;75;23
2022;Arábia Saudita;Outras Carnes e Miudezas;75;20
2022;Noruega;Carne Suína;75;12
2022;Arábia Saudita;Outras Carnes e Miudezas;75;10
2022;Irã;Carne Suína;72;18
2022;Alemanha;Outras Carnes e Miudezas;71;10
2022;Cayman, Ilhas;Outras Carnes e Miudezas;70;10
2022;Portugal;Outras Carnes e Miudezas;64;13
2022;China;Outras Carnes e Miudezas;63;8
2022;Irã;Outras Carnes e Miudezas;62;22
2022;Barbados;Carne Suína;58;15
2022;Suíça;Outras Carnes e Miudezas;58;10
2022;Grécia;Outras Carnes e Miudezas;57;10
2022;Chipre;Outras Carnes e Miudezas;56;20
2022;Singapura;Outras Carnes e Miudezas;56;14
2022;Noruega;Outras Carnes e Miudezas;55;20
2022;Curaçao;Outras Carnes e Miudezas;54;12
2022;Reino Unido;Carne Suína;53;58
2022;Antígua e Barbuda;Carne de Aves;50;11
2022;Chipre;Outras Carnes e Miudezas;47;16
2022;Filipinas;Outras Carnes e Miudezas;46;15
2022;Noruega;Outras Carnes e Miudezas;45;11
2022;Chipre;Outras Carnes e Miudezas;41;10
2022;Singapura;Outras Carnes e Miudezas;41;10
2022;Grécia;Outras Carnes e Miudezas;38;5
2022;Panamá;Outras Carnes e Miudezas;36;15
2022;Bahamas;Carne Suína;36;10
2022;Curaçao;Outras Carnes e Miudezas;35;10
2022;Dinamarca;Outras Carnes e Miudezas;35;10
2022;Suíça;Carne Suína;31;20
2022;Singapura;Outras Carnes e Miudezas;31;10
2022;Dinamarca;Carne Suína;29;20
2022;Cayman, Ilhas;Outras Carnes e Miudezas;29;5
2022;Dinamarca;Outras Carnes e Miudezas;29;5
2022;China;Outras Carnes e Miudezas;29;5
2022;Marshall, Ilhas;Outras Carnes e Miudezas;26;31
2022;Irã;Outras Carnes e Miudezas;25;24
2022;Japão;Carne Bovina;25;10
2022;Hong Kong;Outras Carnes e Miudezas;23;10
2022;Portugal;Carne de Aves;22;10
2022;Índia;Carne de Aves;18;7
2022;Antígua e Barbuda;Outras Carnes e Miudezas;18;5
2022;Malta;Outras Carnes e Miudezas;18;3
2022;Marshall, Ilhas;Carne de Aves;14;10
2022;Japão;Outras Carnes e Miudezas;14;3
2022;Curaçao;Outras Carnes e Miudezas;14;2
2022;Panamá;Outras Carnes e Miudezas;13;11
2022;Bahamas;Outras Carnes e Miudezas;12;20
2022;China;Outras Carnes e Miudezas;10;2
2022;Ilha de Man;Outras Carnes e Miudezas;9;1
2022;Argentina;Outras Carnes e Miudezas;6;5
2022;Chipre;Outras Carnes e Miudezas;6;0
2022;Antígua e Barbuda;Outras Carnes e Miudezas;3;6
2022;Bahamas;Outras Carnes e Miudezas;3;6
2022;Países Baixos (Holanda);Carne Suína;2;1
2022;Coveite (Kuweit);Carne de Aves;0;3
2021;China;Carne Suína;739332471;299484131
2021;Japão;Carne de Aves;296816426;158044197
2021;China;Carne de Aves;199806405;102635539
2021;Chile;Carne Suína;139275663;55380398
2021;Emirados Árabes Unidos;Carne de Aves;128104872;65048786
2021;Arábia Saudita;Carne de Aves;115114696;68870303
2021;Países Baixos (Holanda);Outras Carnes e Miudezas;99138824;46710579
2021;Coreia do Sul;Carne de Aves;73095258;40117677
2021;Hong Kong;Carne Suína;70330350;29711600
2021;Filipinas;Carne Suína;66267011;28491356
2021;Arábia Saudita;Carne de Aves;63382866;28006871
2021;Japão;Carne Suína;61108308;14847136
2021;Chile;Carne de Aves;57904158;30881778
2021;Singapura;Carne de Aves;52034628;26261962
2021;Emirados Árabes Unidos;Carne de Aves;48532998;29135379
2021;Filipinas;Carne de Aves;47926271;61349245
2021;Estados Unidos;Carne Suína;47338025;13028028
2021;China;Outras Carnes e Miudezas;46558402;20883922
